"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Bcl11b",0,10.3591807263703,0.978,0.001,0
"Fezf2",0,13.2206386352558,0.891,0,0
"Bcl11a",3.79815433667492e-228,6.25145891177034,0.935,0.016,7.17547317284626e-224
"Bhlhe22",4.25619736367843e-220,8.38346083333049,0.565,0.001,8.04080805946129e-216
"Tspyl4",5.8626682812966e-200,5.75162794531049,0.891,0.018,1.10757529170255e-195
"Tbr1",8.02396220802182e-193,8.21418566761312,0.5,0.001,1.51588694033948e-188
"Plk2",5.70169673351473e-188,5.87904574842341,0.739,0.011,1.0771645468956e-183
"Rit2",8.45365058790984e-184,5.7705150519999,0.717,0.011,1.59706366906793e-179
"Actl6b",1.6890272355164e-182,6.76162340585406,0.543,0.003,3.19091025333759e-178
"Ndn",2.04385938669451e-182,5.62510095423329,0.848,0.019,3.86125915334327e-178
"Nap1l2",6.4581836012947e-171,6.42832285432469,0.543,0.004,1.2200800459566e-166
"Satb1",1.28666652473333e-159,5.50045383641059,0.891,0.029,2.43077039852621e-155
"Chd5",2.25563416358363e-139,5.66863430311546,0.5,0.006,4.26134406184218e-135
"Trim37",9.66493214523097e-135,4.59111902011569,0.804,0.027,1.82589898087703e-130
"Plcb1",9.32414333860882e-127,4.76396413180531,0.87,0.039,1.76151715952998e-122
"Nap1l3",1.44957793844346e-121,5.26836915110362,0.522,0.01,2.73854264130739e-117
"Tox",7.93723212106482e-120,4.83701572755878,0.543,0.011,1.49950189231157e-115
"Nap1l5",4.99382059207752e-108,5.21005337080749,0.957,0.068,9.43432586255284e-104
"Chd3",5.76364529842684e-105,3.79910522484092,0.935,0.054,1.0888678697788e-100
"Nedd4",1.65614042270216e-97,3.60813067434671,0.848,0.048,3.12878048656893e-93
"Enc1",2.18669263206289e-97,3.7404150151015,0.87,0.051,4.13109972049321e-93
"Thra",4.16381292055495e-86,3.66721419007192,0.957,0.079,7.86627536951241e-82
"Cbx6",1.03390718504059e-80,3.58545953590202,0.804,0.054,1.95325745397869e-76
"Srebf2",2.64285185948559e-76,3.56526294798788,0.565,0.025,4.99287573294018e-72
"Apbb1",2.90050208284934e-73,3.63862278016981,0.609,0.032,5.47962853491897e-69
"Meg3",8.95482297774606e-73,6.8314903595605,1,0.143,1.69174515695578e-68
"Tle4",2.46100581003148e-67,3.43045588423515,0.957,0.106,4.64933217631147e-63
"Psip1",2.10138047066796e-64,3.27954468469091,0.696,0.05,3.96992798518591e-60
"Sirt3",4.98278869987163e-64,3.1637174723631,0.587,0.034,9.41348441179748e-60
"Jade1",4.08351873625105e-57,2.80370023394229,0.587,0.039,7.71458359652548e-53
"Spin1",1.68914538400829e-48,2.85189514089531,0.609,0.051,3.19113345946845e-44
"Gsk3a",3.4865385638806e-48,2.93006977628587,0.522,0.038,6.58676865488323e-44
"Pak1",8.1082076033759e-48,2.805749421108,0.957,0.149,1.53180258042977e-43
"Foxp1",6.40331663426415e-47,3.13854214396947,0.891,0.139,1.20971457854518e-42
"Hmgn3",1.24277258364398e-46,2.969998968834,0.848,0.119,2.34784596502021e-42
"App",2.73407120039528e-46,3.46071453945835,1,0.213,5.16520731178675e-42
"Cbx5",2.69390884123641e-39,2.66371621136078,0.587,0.06,5.08933258286383e-35
"Bend6",7.43624264564263e-39,2.4529866010222,0.696,0.082,1.4048549606148e-34
"Pds5b",3.38071207258883e-35,2.14594027761806,0.587,0.064,6.38684124753481e-31
"Smarcc2",3.95071354205909e-35,2.55489392036532,0.609,0.071,7.46368802365804e-31
"Maged1",7.75376247066396e-35,2.77082093723345,0.804,0.136,1.46484080595783e-30
"Atxn1",1.33953455259881e-32,2.20943324150875,0.565,0.065,2.53064867676968e-28
"Usp22",1.55636289489459e-32,2.49194810997314,0.609,0.077,2.94028078103487e-28
"Basp1",3.17844919504242e-31,2.3948580683,1,0.314,6.00472621927414e-27
"Nap1l1",1.13335181359224e-29,2.40691697840328,0.783,0.145,2.14112824623845e-25
"Klhdc3",5.71079969665654e-29,1.87414457319565,0.717,0.109,1.07888427869235e-24
"Glyr1",1.52502288564872e-28,2.11923355297562,0.761,0.133,2.88107323556757e-24
"Gnas",3.13691070773092e-28,2.556746494867,0.978,0.363,5.92625170904525e-24
"Ppp3ca",4.59303588225824e-28,2.17344604402832,0.978,0.318,8.67716338876226e-24
"Cdk5",5.26860207750575e-28,2.19130538641284,0.63,0.091,9.95344304482387e-24
"Prkca",2.29419834010151e-27,2.25761659064339,0.891,0.241,4.33419950411976e-23
"Atf2",1.95882997141468e-26,2.01668190711703,0.587,0.083,3.70062158199662e-22
"Bcl7a",2.02305344195339e-26,1.79976230054576,0.565,0.078,3.82195256253835e-22
"Uba1",1.38368420914694e-25,2.11045088688609,0.609,0.096,2.61405620792039e-21
"Nfe2l1",1.92324658362911e-25,1.60615035336359,0.522,0.069,3.63339744579211e-21
"Prkcb",4.86974124394748e-25,2.02362228685147,0.717,0.132,9.19991515806558e-21
"Ctbp1",3.42527888211833e-22,2.09279620339307,0.587,0.1,6.47103686409796e-18
"Cfdp1",3.8531938898443e-20,1.41621847931268,0.696,0.136,7.27945389669386e-16
"Huwe1",2.78414839008457e-19,1.63048949259964,0.587,0.107,5.25981313854777e-15
"Aff4",3.03022377288119e-19,1.612962379394,0.565,0.102,5.72469875172714e-15
"Pink1",6.05096803840599e-19,1.65325156837225,0.543,0.097,1.14314888181566e-14
"H3f3b",2.80248350320367e-18,-1.65151609372907,0.826,0.965,5.29445183425236e-14
"Nucks1",1.00003647232064e-17,1.52184098756243,0.783,0.186,1.88926890350815e-13
