"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Ccnd2",0,-6.34519994120949,0.039,0.75,0
"Mef2c",0,3.236549975491,0.934,0.305,0
"Zbtb18",0,2.50164579533836,0.884,0.287,0
"Satb2",0,3.24676868543685,0.701,0.115,0
"Chd7",0,-6.59107040886334,0.01,0.533,0
"Sox9",0,-5.86315505138547,0.019,0.532,0
"Bcl11a",0,2.20420475085494,0.843,0.336,0
"Hmgb2",0,-5.40900077079965,0.139,0.639,0
"Zeb1",0,-5.17941447138103,0.02,0.49,0
"Basp1",0,1.73572538605619,0.925,0.462,0
"Sox2",0,-5.67940264682934,0.013,0.441,0
"Zeb2",0,1.75452823340307,0.86,0.438,0
"Thra",0,1.80935859520414,0.938,0.539,0
"Anp32e",0,-2.43094942129246,0.24,0.615,0
"Hes5",0,-6.63205527900263,0.014,0.383,0
"Notch1",0,-6.81077412349961,0.005,0.362,0
"Top2a",0,-8.65723708387203,0.003,0.353,0
"Smc4",0,-3.56063760007651,0.082,0.416,0
"Cks2",0,-5.17390209177821,0.048,0.38,0
"Smc2",0,-3.5263994868104,0.078,0.403,0
"Egr1",0,-2.97805472905644,0.085,0.406,0
"Cenpa",0,-6.88211647168758,0.011,0.325,0
"Cdk1",0,-8.34812510272166,0.002,0.304,0
"Mki67",0,-4.84016835967913,0.015,0.256,0
"Hmgn1",0,-1.3865052580561,0.791,0.948,0
"Cdk4",2.02600715430523e-299,-1.33198070726383,0.733,0.904,3.82753271591344e-295
"Nfix",1.61531520470842e-287,1.32168710786119,0.919,0.633,3.05165348473516e-283
"Enc1",1.05661255877728e-281,2.22560432524153,0.702,0.228,1.99615244604203e-277
"Actg1",2.98975799431812e-281,0.762174792023635,0.998,0.991,5.64825080286579e-277
"Hmgn2",1.05615559478743e-268,-2.44883846195796,0.448,0.719,1.99528914967242e-264
"Meg3",6.00577545095064e-264,1.81800341020067,0.801,0.456,1.13461109819359e-259
"H1f0",8.75608908031158e-256,-2.19792911848876,0.342,0.663,1.65420034905246e-251
"Actl6b",1.96520757914705e-250,2.71814555634446,0.585,0.12,3.71267015852461e-246
"Tcf3",9.19155119706467e-250,-2.25428624634585,0.111,0.407,1.73646785214946e-245
"Nfia",1.56214001542797e-249,-1.75227069414517,0.249,0.606,2.95119491714651e-245
"Ran",2.49983283996005e-242,-1.09911647739176,0.883,0.942,4.72268420125253e-238
"Tmpo",1.88008124307932e-231,-2.24795288370004,0.227,0.538,3.55184948442545e-227
"Anp32b",4.76968199839335e-228,-2.01690015307124,0.292,0.6,9.01088323136473e-224
"Foxp1",1.72483917697827e-225,2.52641299043582,0.612,0.205,3.25856617314734e-221
"Hmg20b",2.21389848375693e-213,-2.77179156633492,0.056,0.268,4.18249701551359e-209
"Bend6",1.83894010272693e-188,2.6404242016252,0.495,0.102,3.47412564207172e-184
"Plk2",1.3124187542937e-172,2.28191254143748,0.522,0.147,2.47942151061166e-168
"Bhlhe22",2.33788902554844e-170,3.11179935368923,0.432,0.071,4.41673994706612e-166
"Rpa2",6.78141021446268e-166,-2.62717459621048,0.075,0.277,1.28114401771629e-161
"Ezh2",2.33994292846317e-160,-1.7438258185429,0.237,0.506,4.42062018045263e-156
"Fos",5.060906548875e-159,-2.64936136015725,0.065,0.255,9.56106465213465e-155
"Tipin",1.6712865807882e-141,-1.9233024497984,0.207,0.446,3.15739460842506e-137
"Npm1",1.7894712075886e-141,-0.775114033922042,0.904,0.956,3.38066900537639e-137
"Ppp3ca",5.09672846834623e-136,1.06216436590078,0.742,0.448,9.62873942239969e-132
"Hat1",4.45093654067994e-134,-2.49187126909505,0.086,0.272,8.40870931265254e-130
"Prdx1",7.63692198652888e-133,-0.905017611442686,0.742,0.861,1.44276730169504e-128
"Nap1l5",1.17814420375393e-127,-2.16784377679605,0.19,0.408,2.22575002973193e-123
"Dek",1.19806861350323e-127,-1.51567853236304,0.447,0.628,2.26339122463031e-123
"Nedd4",2.88262918171279e-126,-1.1108618996259,0.46,0.675,5.4458630500918e-122
"Tcf4",6.86708712328377e-125,0.578926981044475,0.97,0.884,1.29733009933077e-120
"Hnrnpk",4.72991469401153e-122,-0.643656223778233,0.884,0.945,8.93575483992658e-118
"Actl6a",1.99598686511925e-118,-1.63804260630057,0.178,0.399,3.77081838558329e-114
"Dpf1",1.24638302038934e-117,1.9596640924657,0.433,0.131,2.35466680211955e-113
"Nudt21",2.62548932504319e-112,-1.08677339104767,0.487,0.666,4.9600744328716e-108
"Tcf12",3.88035283394815e-106,-1.75440060078073,0.138,0.333,7.33076257389485e-102
"Mad2l2",1.69089217582891e-103,-1.55749417136173,0.214,0.424,3.19443349857597e-99
"Gsk3b",6.27021130007519e-103,0.767087724230851,0.828,0.605,1.18456831881021e-98
"Hjurp",2.62218327703211e-100,-1.86496025081874,0.126,0.309,4.95382864696907e-96
"Dnajc9",6.44107581480828e-100,-1.60696468774717,0.257,0.454,1.21684804293358e-95
"Chd3",3.78698518364691e-99,1.00293162800277,0.661,0.383,7.15437240894574e-95
"Actb",1.61312116701054e-97,0.739988008138742,0.996,0.985,3.04750850871631e-93
"Usp22",2.56223193138802e-94,1.15722081819666,0.585,0.318,4.84056856477824e-90
"Bmyc",8.08418376234792e-92,1.13965536241448,0.558,0.281,1.52726399638277e-87
"Lmnb1",1.39124128554744e-90,-1.60248427272926,0.169,0.355,2.62833303665623e-86
"Id2",3.87450667967433e-90,1.27533356424418,0.668,0.453,7.31971801924075e-86
"Mkrn1",1.85549173371788e-84,0.909086734597805,0.643,0.379,3.50539498333981e-80
"Prmt2",9.66446350338373e-84,1.08523783398475,0.547,0.279,1.82581044505925e-79
"Smarca2",3.46236207810446e-83,1.26612749838374,0.5,0.244,6.54109443795495e-79
"Asf1a",2.48264241867093e-79,-1.3119687418316,0.203,0.388,4.69020805735311e-75
"Pak1",3.23935444860523e-78,1.4186540374427,0.393,0.147,6.119788424305e-74
