"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Ovol2",5.75490405094665e-283,-4.74039903659324,0.017,0.647,1.08721647330484e-278
"Cbx6",1.36453221248407e-165,-2.98646017367386,0.139,0.915,2.5778742558249e-161
"Egr1",2.36445678270926e-157,-3.43967896969387,0.187,0.94,4.46693175389434e-153
"Nr4a1",4.15509753097327e-154,-4.00422412436718,0.017,0.423,7.8498102555147e-150
"Hes5",5.15153809351125e-150,-4.22210790992191,0.01,0.358,9.73228576626145e-146
"Ar",1.44717391385042e-135,-4.17980011888477,0.01,0.328,2.73400095804621e-131
"Fos",1.29249464592473e-134,-3.76883459416633,0.031,0.468,2.441780885081e-130
"Kdm7a",1.36888242367447e-131,-3.254558674625,0.034,0.483,2.5860926748058e-127
"Nap1l5",2.19681536955067e-107,-2.22388280150143,0.31,0.975,4.15022359615512e-103
"Zbtb7a",3.25018604034981e-105,-2.07999325810581,0.155,0.846,6.14025146742887e-101
"Ppp3ca",2.60099600135762e-99,-1.60185085617209,0.886,1,4.91380164576482e-95
"Cbfa2t3",3.57062735036466e-96,-2.51239605891031,0.035,0.408,6.74562919030891e-92
"Per1",2.50076449031929e-91,-2.21541961594055,0.064,0.522,4.72444427511121e-87
"Mef2c",5.3018403570261e-91,1.01085711372363,1,1,1.00162368024937e-86
"Jun",3.98992747886512e-85,-2.75032089637261,0.025,0.333,7.53777099307198e-81
"Actg1",7.33641735184558e-83,1.578823970946,0.989,0.975,1.38599596611067e-78
"Pak1",1.1866072475195e-78,-1.85098251860662,0.318,0.935,2.24173841201384e-74
"Aldoa",4.34323705537811e-76,-1.7172596443094,0.569,0.99,8.20524344502033e-72
"H3f3b",1.90653297679687e-75,1.21537367288019,0.991,1,3.60182209976464e-71
"Taf6",5.42899939628996e-74,-1.80946725311025,0.059,0.458,1.0256465659471e-69
"Rit2",4.05915179471884e-69,-1.71627243531273,0.078,0.507,7.66854957058283e-65
"Thra",4.3056417224008e-68,1.77083217077408,0.92,0.866,8.1342183419596e-64
"Id2",1.4470573940118e-65,-1.58692305355755,0.354,0.96,2.7337808287671e-61
"Hmg20b",1.73218120246669e-64,-1.97179329350076,0.051,0.393,3.27243672770007e-60
"Prkca",2.03790111962175e-58,-1.56219551603941,0.191,0.741,3.85000279518941e-54
"Ptma",2.30488833485074e-57,1.18457732683798,0.979,0.995,4.35439504220001e-53
"Ccnt2",5.7838988904676e-57,-1.44508903724265,0.259,0.861,1.09269417838714e-52
