"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Ccnd2",0,2.64774778095139,0.946,0.108,0
"Hes5",0,7.97998890948872,0.741,0.014,0
"Sox9",0,5.12391155185442,0.681,0.042,0
"Meg3",0,-2.92475722670075,0.354,0.981,0
"Ptma",1.76237493305216e-279,-1.22553750423553,0.982,1,3.32947872352215e-275
"Nfia",3.80406042483365e-238,2.67073811282721,0.745,0.197,7.18663095459573e-234
"Mef2c",2.8098255585637e-225,-2.3132971523461,0.305,0.892,5.30832244523855e-221
"Basp1",1.05663014659919e-221,-2.33631081462526,0.262,0.855,1.99618567295518e-217
"Prdx1",5.85789798162667e-206,1.752562747086,0.928,0.656,1.10667408668891e-201
"Fos",9.22443040479556e-191,3.19556757089674,0.626,0.162,1.74267939207398e-186
"Hmgb2",1.00186288929528e-190,3.22095689616068,0.585,0.138,1.89271937045665e-186
"Thra",1.47091401415968e-177,-1.43942363685245,0.569,0.928,2.77885075555047e-173
"Zeb2",8.56839092381018e-155,-1.78806503459088,0.384,0.833,1.61874041332622e-150
"Tcf4",3.9313805173799e-148,-1.04438099080713,0.887,0.985,7.4271640734341e-144
"Bcl11a",3.16152402544269e-135,-1.95859404587652,0.273,0.725,5.97275118886633e-131
"Hmgn3",2.96014291870246e-127,1.64269179029545,0.786,0.469,5.59230200201269e-123
"Chd3",4.88703135515369e-116,-1.91965564917448,0.247,0.682,9.23257963615634e-112
"Actl6b",2.31111177920013e-105,-2.62567543395709,0.118,0.526,4.36615237326488e-101
"Aldoa",4.3809462568483e-95,1.3853958523244,0.756,0.497,8.27648366843782e-91
"Sox2",6.17309381367132e-91,1.86892329867758,0.511,0.196,1.16622088327879e-86
"Prmt1",5.2565175717755e-78,-1.22475698584656,0.452,0.754,9.93061299659827e-74
"H1f0",1.14069533942647e-71,1.44889222036988,0.617,0.354,2.15500163524448e-67
"Mkrn1",3.32298497914739e-65,-1.30845389821361,0.298,0.62,6.27778322260524e-61
"Hdac2",2.94539590580793e-64,-1.10687936568247,0.419,0.723,5.56444194525235e-60
"Rtf1",9.76658488855825e-62,-1.08594235326476,0.423,0.709,1.84510321714643e-57
"Usp22",8.04565236821568e-55,-1.36470429662638,0.224,0.517,1.51998464540331e-50
"Nucks1",3.03167560702338e-49,-1.04270080789918,0.353,0.638,5.72744155678857e-45
"Smarca2",1.27879750321502e-47,-1.30407645757243,0.264,0.54,2.41590424307382e-43
"Smarce1",2.9523859503239e-44,-1.15645311729796,0.295,0.565,5.5776475373519e-40
"Jun",2.44702904552524e-43,1.04142396262367,0.654,0.458,4.62292727280627e-39
"Sirt2",7.88263805198883e-33,1.10156081436527,0.507,0.34,1.48918798078173e-28
