"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Bcl11b",0,-10.3591807263703,0.001,0.978,0
"Fezf2",0,-13.2206386352558,0,0.891,0
"Bcl11a",3.79815433667492e-228,-6.25145891177034,0.016,0.935,7.17547317284626e-224
"Bhlhe22",4.25619736367843e-220,-8.38346083333049,0.001,0.565,8.04080805946129e-216
"Tspyl4",5.8626682812966e-200,-5.75162794531049,0.018,0.891,1.10757529170255e-195
"Tbr1",8.02396220802182e-193,-8.21418566761312,0.001,0.5,1.51588694033948e-188
"Plk2",5.70169673351473e-188,-5.87904574842341,0.011,0.739,1.0771645468956e-183
"Rit2",8.45365058790984e-184,-5.7705150519999,0.011,0.717,1.59706366906793e-179
"Actl6b",1.6890272355164e-182,-6.76162340585406,0.003,0.543,3.19091025333759e-178
"Ndn",2.04385938669451e-182,-5.62510095423329,0.019,0.848,3.86125915334327e-178
"Nap1l2",6.4581836012947e-171,-6.42832285432469,0.004,0.543,1.2200800459566e-166
"Satb1",1.28666652473333e-159,-5.50045383641059,0.029,0.891,2.43077039852621e-155
"Chd5",2.25563416358363e-139,-5.66863430311546,0.006,0.5,4.26134406184218e-135
"Trim37",9.66493214523097e-135,-4.59111902011569,0.027,0.804,1.82589898087703e-130
"Plcb1",9.32414333860882e-127,-4.76396413180531,0.039,0.87,1.76151715952998e-122
"Nap1l3",1.44957793844346e-121,-5.26836915110362,0.01,0.522,2.73854264130739e-117
"Tox",7.93723212106482e-120,-4.83701572755878,0.011,0.543,1.49950189231157e-115
"Nap1l5",4.99382059207752e-108,-5.21005337080749,0.068,0.957,9.43432586255284e-104
"Chd3",5.76364529842684e-105,-3.79910522484092,0.054,0.935,1.0888678697788e-100
"Nedd4",1.65614042270216e-97,-3.60813067434671,0.048,0.848,3.12878048656893e-93
"Enc1",2.18669263206289e-97,-3.7404150151015,0.051,0.87,4.13109972049321e-93
"Thra",4.16381292055495e-86,-3.66721419007192,0.079,0.957,7.86627536951241e-82
"Cbx6",1.03390718504059e-80,-3.58545953590202,0.054,0.804,1.95325745397869e-76
"Srebf2",2.64285185948559e-76,-3.56526294798788,0.025,0.565,4.99287573294018e-72
"Apbb1",2.90050208284934e-73,-3.63862278016981,0.032,0.609,5.47962853491897e-69
"Meg3",8.95482297774606e-73,-6.8314903595605,0.143,1,1.69174515695578e-68
"Tle4",2.46100581003148e-67,-3.43045588423515,0.106,0.957,4.64933217631147e-63
"Psip1",2.10138047066796e-64,-3.27954468469091,0.05,0.696,3.96992798518591e-60
"Sirt3",4.98278869987163e-64,-3.1637174723631,0.034,0.587,9.41348441179748e-60
"Jade1",4.08351873625105e-57,-2.80370023394229,0.039,0.587,7.71458359652548e-53
"Spin1",1.68914538400829e-48,-2.85189514089531,0.051,0.609,3.19113345946845e-44
"Gsk3a",3.4865385638806e-48,-2.93006977628587,0.038,0.522,6.58676865488323e-44
"Pak1",8.1082076033759e-48,-2.805749421108,0.149,0.957,1.53180258042977e-43
"Foxp1",6.40331663426415e-47,-3.13854214396947,0.139,0.891,1.20971457854518e-42
"Hmgn3",1.24277258364398e-46,-2.969998968834,0.119,0.848,2.34784596502021e-42
"App",2.73407120039528e-46,-3.46071453945835,0.213,1,5.16520731178675e-42
"Cbx5",2.69390884123641e-39,-2.66371621136078,0.06,0.587,5.08933258286383e-35
"Bend6",7.43624264564263e-39,-2.4529866010222,0.082,0.696,1.4048549606148e-34
"Pds5b",3.38071207258883e-35,-2.14594027761806,0.064,0.587,6.38684124753481e-31
"Smarcc2",3.95071354205909e-35,-2.55489392036532,0.071,0.609,7.46368802365804e-31
"Maged1",7.75376247066396e-35,-2.77082093723345,0.136,0.804,1.46484080595783e-30
"Atxn1",1.33953455259881e-32,-2.20943324150875,0.065,0.565,2.53064867676968e-28
"Usp22",1.55636289489459e-32,-2.49194810997314,0.077,0.609,2.94028078103487e-28
"Basp1",3.17844919504242e-31,-2.3948580683,0.314,1,6.00472621927414e-27
"Nap1l1",1.13335181359224e-29,-2.40691697840328,0.145,0.783,2.14112824623845e-25
"Klhdc3",5.71079969665654e-29,-1.87414457319565,0.109,0.717,1.07888427869235e-24
"Glyr1",1.52502288564872e-28,-2.11923355297562,0.133,0.761,2.88107323556757e-24
"Gnas",3.13691070773092e-28,-2.556746494867,0.363,0.978,5.92625170904525e-24
"Ppp3ca",4.59303588225824e-28,-2.17344604402832,0.318,0.978,8.67716338876226e-24
