"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Bcl11b",1.2461150037625e-163,-2.58628170654851,0.354,0.946,2.35416046510812e-159
"Fezf2",3.82398227357295e-141,-2.39301973059265,0.343,0.901,7.22426731123401e-137
"Bhlhe22",1.9540523439526e-93,-2.68585687914674,0.115,0.51,3.69159568819526e-89
"Foxp1",9.59180508190773e-90,-1.29383024032252,0.783,0.978,1.81208381607401e-85
"Id2",1.5519939858681e-80,2.67906451549191,0.795,0.306,2.93202703810202e-76
"Satb1",1.6558012901349e-65,-1.56650016024543,0.434,0.812,3.12813979732286e-61
"Tshz3",4.94142896206819e-61,-1.74698466099208,0.279,0.685,9.33534759513922e-57
"Gpx1",2.44145872272194e-51,-1.33144221858176,0.479,0.806,4.61240381896629e-47
"Nfia",2.67163214050281e-49,2.38989489241879,0.658,0.255,5.04724743983791e-45
"Zeb2",3.49565381393126e-34,1.19561024488742,0.759,0.417,6.60398918527894e-30
"Tle4",1.59828584103075e-33,-1.01450627750666,0.437,0.78,3.01948161087529e-29
"Prkcb",4.91474489906419e-30,1.34398279200009,0.648,0.35,9.28493606331207e-26
"Glyr1",4.21845139645798e-29,-1.37275856338783,0.315,0.586,7.96949837818842e-25
"Smarca2",1.96606191232725e-18,1.05241581174255,0.602,0.389,3.71428416476864e-14
