"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Id2",0,6.06584402419341,0.931,0.051,0
"Ptma",1.02717952593437e-266,-2.53591355210432,0.748,0.996,1.94054756039522e-262
"H3f3b",2.75211996324306e-244,-2.10130142806402,0.75,0.998,5.1993050345588e-240
"Meg3",4.13907663299653e-202,-3.8567079583819,0.185,0.891,7.81954357505704e-198
"H3f3a",8.31981506229137e-186,-1.85376980968146,0.64,0.973,1.57177946156809e-181
"Mef2c",3.59633799002502e-171,-2.95986674397593,0.204,0.86,6.79420173075527e-167
"Actb",1.00494169641988e-165,-1.97101297658451,0.844,0.995,1.89853585287643e-161
"Hmgn1",6.75209028012925e-156,-2.38565460656495,0.337,0.872,1.27560489572202e-151
"Gpx1",1.43037028205139e-149,-2.92184603728283,0.187,0.808,2.70225553685148e-145
"Ccnd2",1.44058973768568e-136,-3.5424211296052,0.15,0.734,2.72156213243578e-132
"Actn4",5.52370654717616e-119,-3.26296738692504,0.113,0.681,1.04353864089252e-114
"Bcas3",2.30066935896532e-113,-4.81816497447175,0.048,0.592,4.34642455295729e-109
"Gper1",8.19623936365079e-98,-4.93447672588679,0.026,0.521,1.54843354058091e-93
"Lmna",1.03680825664062e-97,-3.89354823686474,0.051,0.555,1.95873815844545e-93
"Bmyc",4.01074511298868e-94,2.24069593766324,0.636,0.237,7.5770996674582e-90
"Lamc1",6.94956788569624e-93,-4.67810246026122,0.029,0.508,1.31291236496573e-88
"Tcf4",3.9050870821489e-89,1.42430649300612,0.848,0.545,7.3774905155957e-85
"Morf4l1",1.17619697108437e-81,-1.27943746511374,0.568,0.878,2.22207131777259e-77
"Hmgb1",2.3413298949739e-78,-1.67028737612451,0.344,0.765,4.42324043758469e-74
"Gpx4",1.14013330496917e-67,-1.05124085974223,0.659,0.907,2.15393983974776e-63
"Hmgn3",2.36061317932129e-55,1.01922469462952,0.864,0.704,4.45967041837377e-51
"Pole4",3.69518299558685e-46,-1.59581878040362,0.254,0.583,6.98093971526268e-42
"Ogt",1.65562050428587e-42,1.17008064731428,0.699,0.471,3.12779825669687e-38
"Xist",3.07012971949753e-39,1.23160470824447,0.692,0.543,5.80008906607473e-35
"Banf1",9.41004014395747e-33,-1.3373366027036,0.242,0.524,1.77774478399644e-28
"Cdk2ap2",2.44322063637774e-32,-1.22850604001036,0.285,0.563,4.61573242624482e-28
"Sumo1",1.34787149250583e-31,-1.05502942497846,0.319,0.611,2.54639882364201e-27
"Npm1",2.03705009460044e-25,-1.02066764077509,0.34,0.587,3.84839503871915e-21
